duration,severity,frequency
26.435771086614178,3,1.422187259165569
338.70657308096827,10,19.85645704893886
33.558074390444446,1,1.5172510070854721
30.76862552972764,3,2.7840523973591047
29.93251387631033,3,1.7742951711996806
24.711445355220498,1,1.78197325617506
24.083707436671126,2,1.8975324810933774
33.909114358886555,2,2.400468319814731
29.81182648787576,1,1.814704738463774
27.12181086881113,3,0.863251870442348
25.920948575172808,2,1.9025273957855209
32.219097140731144,3,2.0416735354966216
27.77853369961944,2,2.4759801817549008
29.349284728161578,1,1.5800595517446323
37.93008408072676,3,1.7267463027456227
273.2633376220204,8,13.430692710113114
27.671351232148716,1,2.4606748014932482
30.480603884704916,2,3.0938249372750097
38.48228184145019,1,1.2917511824602663
39.54708320235065,1,2.389783363620191
37.89786072865356,3,2.6962360814712865
33.12059908526078,3,1.9484883993013922
30.982773882557872,3,1.191318524945716
31.161268485805017,1,2.288379033096536
24.386389892188507,3,1.9901254532326864
34.2882981160101,1,1.5168438071174337
34.49799937716625,3,2.5743667414647193
33.69233289997705,2,1.3737054938172522
40.665166873281336,2,2.148991118188726
24.661897853087027,1,2.6109002762594065
34.91345491972757,2,0.6805957498700501
24.95956844541298,2,2.884558350131643
27.899065914520712,3,2.1160779748710175
29.826441151473784,2,1.5914072666955024
32.524936394902284,2,1.6763796810059768
38.85400317817755,3,1.9462204340705458
25.092456744760245,1,1.3904426943403916
240.726882320245,9,16.61847897641687
35.94196636724042,1,1.3372450441587969
35.84647795222836,1,2.211327532750802
26.88650240089703,2,2.101836042446549
26.22308533823339,3,1.6382685955648562
28.702043243181976,3,1.8608044145945108
35.89648592031913,2,3.1454419620393814
37.207843103289505,1,2.6138604385695894
27.65262807032524,1,1.2004317567764935
29.614491452929478,1,1.81558488520373
292.32578605220715,8,17.66725034132972
30.58663691654391,1,2.2982211697803354
36.91079495518763,3,2.0547353020236443
32.35707778193202,3,1.2101922462970616
27.411943504819142,1,1.8195542902876964
32.48999145622725,2,1.8067616413740129
22.607068771100792,2,1.2759718139796552
26.364314120875658,1,2.1694073004053687
35.1876997212895,1,3.1666222021426504
26.48411787437056,3,1.601498598208909
26.34816684141432,1,1.9586761074809056
25.008229796306047,3,1.4579043044888376
352.9103523471954,8,21.914311458107242
26.998915614206027,3,2.328180434914274
35.79664901682124,1,1.335951868783126
24.010610537055758,2,2.171407581201312
30.33764102343962,2,1.8855085692548768
33.85432596943483,3,2.522948357747935
25.75077815267604,2,1.8315510872082545
28.9115939838639,3,1.848169238063002
22.96669451575889,2,2.773785047514463
31.80818012523817,1,2.1520630853349045
35.0314640460722,2,2.0916501060524966
286.0063456916989,8,15.66690195667934
27.55280278740889,1,1.8168842303408692
28.80525976566795,3,1.9246970402815784
29.04830660958196,2,1.6534065863817904
25.95753198553406,2,2.0152394251328323
36.334555745933116,2,1.969478287265002
24.467370456291647,3,2.5018547619053386
25.84524941794481,1,1.9193278941741032
39.41012248237517,1,1.904476155026485
40.952278129049894,1,1.713501097504527
311.42882637589486,8,23.488884505056063
24.043482513986756,2,2.573704665095803
27.345015224990913,3,1.1983697665920252
19.803839111199498,1,2.0034341274695184
30.051165305097935,2,1.9040892708966803
31.69248203747207,1,2.3198936658977685
29.288102574893532,3,2.8747906526362494
37.61514928204013,2,0.8618132457039989
372.2210194076846,9,7.849039364218648
27.188562353795135,2,2.399749626752074
20.062155426995538,2,2.015155828747171
25.402878828830985,3,2.8154645906314704
39.48396491326974,1,2.385719495957912
30.854327190639708,2,2.537587967834229
25.365347642109583,3,1.513276629300262
25.580712818994336,3,1.848084576006892
26.73335383713144,1,1.7447819737865164
25.888898022167844,1,2.687933086591978
32.88278481527883,1,2.029175502142739
27.482621729419005,1,1.851991386335051
29.221613823039604,1,1.0876379765496305
28.984773069785035,2,1.5674803868255034
34.11585291980957,2,1.5009850814101398
33.1620386952776,2,1.8971362045860134
29.752681451737836,1,1.9230869864008167
21.69519533242004,1,1.0821443629794896
37.75575987761262,3,2.7395394867028804
38.32737222231288,3,2.3894898560220006
22.87625906893272,1,2.0450214188266433
27.003124885231134,2,1.823993462573263
34.816880646221605,3,1.2945877509560624
28.636382151261646,2,1.9337416602290518
25.051975898707095,1,2.0150953936050775
29.90743432003805,3,2.070414213263875
28.827064333124266,3,1.9901882570947627
356.68117359295246,9,22.912240623274155
31.737908526808354,2,1.6192962283575976
32.52023257758922,3,2.7656618722897344
26.599876392107547,1,2.094923918106232
34.11272456051594,2,2.1412717630533966
28.0734320156912,2,1.786122156476624
26.015523722647615,3,1.5632951829560957
29.075489317785056,3,1.8576584821637083
30.105019208163796,3,0.8799750507402484
28.725113912895722,2,1.6305985656348891
21.375410837434835,3,2.1382718334463333
36.388324478942124,1,2.135487269423096
29.702373219691,1,1.9973013118192329
33.19296229388687,3,1.9532829645415002
25.389173379111874,3,1.626460960349179
22.75957829251338,2,2.3618052936144376
39.328872555723784,1,1.8251939066110983
31.995680571760353,3,2.241262024414296
26.03563583868828,3,1.728813839280602
32.36796215317591,1,2.943307323044705
22.938481493323543,3,2.0313426984434364
37.66369456501289,2,1.5287173042784672
38.22483856750642,3,2.1907692812946653
30.55461294854933,3,1.7725898420557735
31.68801331037601,2,1.8973564542559496
36.00606961081972,1,1.237739356690413
25.719580870455665,1,2.7459598231726363
27.837209060901895,3,2.449732485574123
34.36160318360339,1,1.0573999739894413
38.77397090992182,1,1.8952737171754621
32.7989522396552,2,1.414991174700544
36.35777547497079,1,1.6112304800775112
31.218436057459563,1,2.5062730005269183
34.86277224813365,2,1.6749916656647734
34.15167908272123,1,2.2073492643654435
35.49388425993595,2,1.0223617868449495
28.504963247670663,3,2.251450202457068
28.90164056081244,3,1.9528141249823094
26.183704217287417,3,1.9489357799825004
296.98555043041944,10,24.89462003432712
35.33337344794577,3,1.5239105966303252
26.767135578787368,1,2.23548925185339
354.37320870157487,10,24.26693221664541
26.131054004482134,1,1.732193330787294
27.37739866860113,3,2.513710767669387
28.773059419985646,2,1.0520175793463555
30.45880388267751,2,2.1631373354233427
26.037396307836495,3,2.6986132112793815
32.852993342965796,3,1.7621473681344015
33.0300497567282,1,2.008445358121242
32.64902088957641,3,1.8904219901434691
30.4329489373645,1,2.4807108426837714
32.57523843153024,2,1.9452253542653983
28.871118497567323,3,2.861064302842485
26.81130007874342,1,1.3279427648184066
28.75517925760463,2,1.7802056444841132
39.062242789984644,3,1.979415261543725
28.074588597918417,1,2.2967145865968046
35.22080438534536,1,2.2219401151087177
37.102521239949276,3,2.595979428058558
30.38684153823809,3,1.8671152067530086
33.501549397044954,3,2.3384831936697688
29.37106539950176,2,2.3043037211783703
23.744432118073483,3,2.5292422717651624
37.013971554680495,3,2.8405461574652437
24.372554763508116,1,2.591226913302652
28.1951691709046,3,2.7843893020514243
27.18766612052866,2,2.025813188355604
30.23699335658207,2,1.256861485024853
27.940615169387662,3,3.16708179006352
28.541531251033618,1,1.3360409641563633
31.620419846973974,3,2.372900625530202
28.959388748213623,1,2.0957604819329823
34.26216667398112,1,2.036885053943443
396.7352999216695,9,16.163564548874003
36.72710023077489,2,1.7257801640865051
25.708211099093933,2,2.3351099486386695
224.2452328522175,9,21.089159397561076
23.92905693606134,3,2.6285299783445466
34.75211919093025,2,2.04156123282834
24.592259981928024,1,2.4228007572334755
31.044317975023777,2,1.6091437396940156
267.53041531281275,8,13.06921027947381
13.793663299654636,2,2.519194377867306
21.862287810584185,3,1.4509272609845767
28.286562029598258,3,1.6869049838892167
28.895152002333884,1,1.7545312750643174
23.24157697191833,2,2.0961173820976153
35.41525621587638,3,1.1185837580786524
27.222614404198726,1,2.075202719088082
32.975785127184565,2,1.7946456704487916
390.1082404215723,9,12.96438002470186
267.1283921223431,8,16.805692360278137
318.8287007569562,8,22.807010249238715
35.40390362777311,2,2.424281017237874
256.57794853739256,8,9.629620201176053
31.252464251729382,2,2.2400297900433417
25.50792664325821,1,1.633106013107318
369.3379033065577,9,10.071689218003424
31.017318179336115,3,2.3663246803645412
27.606256891682612,1,1.3839288350925836
26.478281547286205,3,2.203962508757143
